Station,Date,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l)
station3,12-03-2022 14:39,70.5,8.3,0.4,34.77,2.7,237.6,1.36
station3,12-03-2022 14:59,55.5,8.9,0.6,37.05,4.2,178.8,1.81
station3,12-03-2022 15:19,93.1,9.0,0.8,37.29,4.3,250.0,1.52
station3,12-03-2022 15:39,86.9,6.8,0.6,23.75,3.8,269.0,1.35
station3,12-03-2022 15:59,89.8,7.3,0.6,23.29,2.3,111.1,0.89
station3,12-03-2022 16:19,31.9,6.9,0.6,25.39,1.3,113.6,1.29
station3,12-03-2022 16:39,88.3,7.3,0.3,35.37,4.6,180.6,1.7
station3,12-03-2022 16:59,63.7,6.2,1.0,32.78,1.3,187.6,1.8
station3,12-03-2022 17:19,57.4,6.7,0.8,26.36,1.9,212.8,0.82
station3,12-03-2022 17:39,94.4,7.9,1.0,28.39,5.8,248.5,1.52
station3,12-03-2022 17:59,98.3,8.7,0.2,21.15,1.3,104.1,1.85
station3,12-03-2022 18:19,83.2,8.6,0.3,22.66,1.4,129.2,1.05
station3,12-03-2022 18:39,63.1,8.9,0.4,26.24,6.1,219.6,1.66
station3,12-03-2022 18:59,95.2,6.6,0.6,25.03,5.0,107.9,1.77
station3,12-03-2022 19:19,61.8,7.4,1.0,39.72,2.9,225.0,1.62
station3,12-03-2022 19:39,86.4,6.4,0.7,24.24,4.3,178.2,1.67
station3,12-03-2022 19:59,55.8,8.7,0.2,26.59,5.4,270.8,1.84
station3,12-03-2022 20:19,95.9,6.5,0.7,33.84,1.6,169.4,1.72
station3,12-03-2022 20:39,57.0,9.0,0.4,27.03,5.2,151.0,1.65
station3,12-03-2022 20:59,34.5,6.9,0.8,22.66,5.9,229.8,1.93
station3,12-03-2022 21:19,88.4,8.4,0.4,21.64,6.2,155.7,1.23
station3,12-03-2022 21:39,61.0,7.3,0.8,28.6,5.8,292.5,1.82
station3,12-03-2022 21:59,89.7,7.8,0.2,37.29,5.2,106.0,0.99
station3,12-03-2022 22:19,69.7,8.2,0.3,25.36,3.9,235.1,1.49
station3,12-03-2022 22:39,68.7,7.2,0.4,37.71,4.3,94.7,1.28
station3,12-03-2022 22:59,65.9,8.3,0.8,22.28,3.3,299.9,1.29
station3,12-03-2022 23:19,53.7,8.4,0.9,27.95,5.1,93.4,0.84
station3,12-03-2022 23:39,37.5,8.6,0.7,31.62,4.8,210.2,1.21
station3,12-03-2022 23:59,99.6,6.7,0.3,37.45,4.6,118.9,1.9
station3,13-03-2022 00:19,50.1,7.2,0.6,25.96,5.7,276.7,1.1
station3,13-03-2022 00:39,80.4,7.2,0.7,26.5,2.9,91.0,0.93
station3,13-03-2022 00:59,77.4,6.8,1.0,23.26,5.8,222.9,1.07
station3,13-03-2022 01:19,64.6,7.7,0.6,34.86,1.2,199.0,1.19
station3,13-03-2022 01:39,86.7,7.9,0.4,22.9,4.6,161.6,1.06
station3,13-03-2022 01:59,57.4,7.5,0.3,34.06,5.5,298.2,1.81
station3,13-03-2022 02:19,79.4,9.2,0.3,33.99,2.1,103.2,1.43
station3,13-03-2022 02:39,41.1,6.2,0.7,37.03,2.6,243.6,1.16
station3,13-03-2022 02:59,69.3,7.1,0.4,35.28,4.6,199.6,1.89
station3,13-03-2022 03:19,42.9,7.8,0.6,22.5,2.6,163.2,1.35
station3,13-03-2022 03:39,34.7,8.9,0.9,35.65,2.0,286.8,1.91
station3,13-03-2022 03:59,75.7,8.4,0.4,27.41,2.6,143.6,1.45
station3,13-03-2022 04:19,60.5,7.6,0.2,29.28,6.0,124.7,1.26
station3,13-03-2022 04:39,36.6,7.7,0.4,34.71,1.3,110.6,1.93
station3,13-03-2022 04:59,31.7,6.3,0.4,34.62,1.6,106.9,1.08
station3,13-03-2022 05:19,47.3,7.0,0.7,34.96,2.5,98.6,1.47
station3,13-03-2022 05:39,40.0,6.7,0.2,26.7,5.3,233.2,1.71
station3,13-03-2022 05:59,43.2,7.7,0.5,23.6,1.9,286.5,1.26
station3,13-03-2022 06:19,38.6,7.2,0.3,37.42,5.7,253.9,0.97
station3,13-03-2022 06:39,49.8,6.1,1.0,31.71,1.8,236.5,1.91
station3,13-03-2022 06:59,60.3,6.3,0.8,28.94,3.9,242.1,1.16
station3,13-03-2022 07:19,34.9,6.9,0.5,25.69,6.1,111.2,1.9
station3,13-03-2022 07:39,72.5,7.3,0.2,33.36,3.5,97.9,1.66
station3,13-03-2022 07:59,76.4,8.0,0.4,27.85,4.6,107.0,1.92
station3,13-03-2022 08:19,96.7,8.9,0.9,36.3,4.5,247.0,1.7
station3,13-03-2022 08:39,66.4,8.2,0.6,22.29,4.4,162.5,1.16
station3,13-03-2022 08:59,68.6,6.2,0.9,30.49,1.2,257.0,1.44
station3,13-03-2022 09:19,43.8,8.7,0.9,21.29,1.0,179.5,1.03
station3,13-03-2022 09:39,85.4,7.3,0.4,23.97,3.6,144.9,1.31
station3,13-03-2022 09:59,32.6,7.5,0.4,25.23,6.2,259.9,1.31
station3,13-03-2022 10:19,50.1,7.6,0.4,28.88,3.4,138.6,1.34
station3,13-03-2022 10:39,67.8,8.7,0.4,32.32,4.6,196.3,1.18
station3,13-03-2022 10:59,99.1,6.5,0.7,33.86,1.2,165.4,1.23
station3,13-03-2022 11:19,63.0,8.2,0.5,24.79,1.6,112.5,1.41
station3,13-03-2022 11:39,60.7,6.2,0.8,27.33,3.0,294.1,1.19
station3,13-03-2022 11:59,81.8,6.8,0.7,33.05,2.4,194.4,0.84
station3,13-03-2022 12:19,80.1,7.5,0.2,39.38,1.8,191.9,1.44
station3,13-03-2022 12:39,98.0,6.6,0.2,30.65,6.0,167.3,1.24
station3,13-03-2022 12:59,47.5,9.1,0.9,34.66,3.0,243.2,1.85
station3,13-03-2022 13:19,59.7,9.0,0.6,37.89,6.1,137.6,1.39
station3,13-03-2022 13:39,96.3,8.2,0.5,31.46,3.2,208.3,1.91
station3,13-03-2022 13:59,51.9,8.1,0.7,23.28,2.6,285.9,1.82
station3,13-03-2022 14:19,31.2,6.5,0.5,25.95,2.9,275.8,0.98
station3,13-03-2022 14:39,75.8,8.9,0.5,30.81,4.7,169.4,0.87
station3,13-03-2022 14:59,55.5,7.3,0.9,30.96,1.3,131.4,1.84
station3,13-03-2022 15:19,86.7,8.9,0.5,33.16,3.2,166.1,1.7
station3,13-03-2022 15:39,50.2,7.9,0.8,33.53,3.6,119.3,0.85
station3,13-03-2022 15:59,40.3,6.9,0.6,29.34,4.9,143.7,0.82
station3,13-03-2022 16:19,69.6,8.9,0.6,34.83,3.5,273.6,1.81
station3,13-03-2022 16:39,43.5,8.7,0.9,34.47,1.6,145.2,0.88
station3,13-03-2022 16:59,89.4,8.7,0.8,38.33,4.5,118.6,1.97
station3,13-03-2022 17:19,83.8,7.4,0.8,35.98,5.0,271.7,1.65
station3,13-03-2022 17:39,67.4,9.0,1.0,31.8,5.6,257.4,1.45
station3,13-03-2022 17:59,60.4,6.4,1.0,36.07,1.8,162.0,1.24
station3,13-03-2022 18:19,46.8,6.8,0.6,34.61,3.9,108.1,0.83
station3,13-03-2022 18:39,76.2,6.9,0.9,30.0,3.6,264.5,1.58
station3,13-03-2022 18:59,88.1,7.9,0.3,31.17,3.4,151.6,1.82
station3,13-03-2022 19:19,34.9,7.0,1.0,37.3,2.3,219.9,1.13
station3,13-03-2022 19:39,44.3,7.6,0.4,23.97,4.8,195.4,1.63
station3,13-03-2022 19:59,78.1,8.4,0.2,40.0,3.2,152.5,0.9
station3,13-03-2022 20:19,62.1,9.1,0.6,39.72,2.1,197.9,1.37
station3,13-03-2022 20:39,33.8,7.0,1.0,26.42,3.4,94.8,1.98
station3,13-03-2022 20:59,68.8,6.9,0.8,21.39,5.3,197.9,1.74
station3,13-03-2022 21:19,72.2,8.2,1.0,23.69,3.0,185.0,1.61
station3,13-03-2022 21:39,74.9,7.2,0.5,38.09,1.6,229.5,1.92
station3,13-03-2022 21:59,94.0,6.5,0.6,36.0,4.1,255.4,0.8
station3,13-03-2022 22:19,54.6,6.7,0.7,21.32,4.0,150.7,1.36
station3,13-03-2022 22:39,75.6,6.6,0.6,33.2,4.7,290.7,1.15
station3,13-03-2022 22:59,90.5,8.2,0.4,25.07,5.8,178.5,1.0
station3,13-03-2022 23:19,82.9,8.1,1.0,36.0,4.3,220.1,1.88
station3,13-03-2022 23:39,81.2,8.4,0.6,25.63,4.4,295.0,1.23
station3,13-03-2022 23:59,38.1,7.1,0.5,26.57,5.5,247.5,1.06
station3,14-03-2022 00:19,54.0,7.8,0.2,38.75,1.4,103.3,2.0
station3,14-03-2022 00:39,38.0,7.3,0.6,30.04,2.9,140.4,1.01
station3,14-03-2022 00:59,38.1,6.8,0.4,38.58,3.0,249.8,1.39
station3,14-03-2022 01:19,54.2,9.0,0.4,24.59,4.6,272.5,1.87
station3,14-03-2022 01:39,32.3,6.3,0.8,36.61,1.9,289.7,1.03
station3,14-03-2022 01:59,70.2,7.4,0.9,29.82,5.8,286.1,1.01
station3,14-03-2022 02:19,73.7,9.2,0.9,21.59,1.4,271.0,1.39
station3,14-03-2022 02:39,66.4,7.0,0.5,22.93,5.8,204.8,1.24
station3,14-03-2022 02:59,86.7,9.1,0.2,26.76,3.9,297.9,1.37
station3,14-03-2022 03:19,73.6,8.0,0.6,33.65,3.4,237.8,1.73
station3,14-03-2022 03:39,47.2,6.4,0.7,37.21,5.0,163.3,1.4
station3,14-03-2022 03:59,77.3,7.4,0.6,34.53,2.9,132.7,0.81
station3,14-03-2022 04:19,70.6,8.5,0.6,34.63,2.9,190.6,1.85
station3,14-03-2022 04:39,38.0,7.2,0.9,26.4,5.2,282.4,0.9
station3,14-03-2022 04:59,67.8,8.2,0.5,34.16,5.1,175.2,1.46
station3,14-03-2022 05:19,99.9,6.4,1.0,28.36,3.2,230.0,1.26
station3,14-03-2022 05:39,43.0,6.4,1.0,32.2,2.1,180.6,0.91
station3,14-03-2022 05:59,37.7,9.0,0.7,22.38,2.9,165.1,1.2
station3,14-03-2022 06:19,89.4,7.4,0.5,36.63,1.9,248.7,1.28
station3,14-03-2022 06:39,91.4,6.6,0.5,23.59,5.5,102.1,1.59
station3,14-03-2022 06:59,69.0,6.1,0.8,32.75,2.0,223.6,1.94
station3,14-03-2022 07:19,71.5,6.3,0.2,22.79,5.2,233.3,1.98
station3,14-03-2022 07:39,37.7,7.6,0.4,33.15,5.3,194.3,1.63
station3,14-03-2022 07:59,60.3,7.1,0.7,24.36,3.6,231.6,1.88
station3,14-03-2022 08:19,42.9,8.5,0.9,33.04,5.2,135.0,1.9
station3,14-03-2022 08:39,37.2,7.2,0.9,24.28,5.0,293.4,1.55
station3,14-03-2022 08:59,48.5,8.0,0.4,30.4,1.0,230.7,1.2
station3,14-03-2022 09:19,57.5,7.6,0.9,32.75,1.3,281.4,1.95
station3,14-03-2022 09:39,68.3,8.2,0.7,21.64,2.9,126.4,1.73
station3,14-03-2022 09:59,83.0,8.3,0.4,22.19,4.1,277.3,1.31
station3,14-03-2022 10:19,35.3,7.0,0.3,29.68,3.0,169.5,1.58
station3,14-03-2022 10:39,60.2,6.2,0.6,28.67,4.9,114.2,1.65
station3,14-03-2022 10:59,72.5,6.8,0.9,37.56,6.0,93.0,0.89
station3,14-03-2022 11:19,67.0,7.0,0.5,39.85,2.6,107.6,1.4
station3,14-03-2022 11:39,45.3,7.9,0.2,38.28,3.0,160.0,1.26
station3,14-03-2022 11:59,36.3,8.6,1.0,28.99,3.3,199.8,1.35
station3,14-03-2022 12:19,88.7,6.4,0.6,37.64,4.5,253.0,1.49
station3,14-03-2022 12:39,89.9,8.5,0.5,27.01,1.1,112.8,1.96
station3,14-03-2022 12:59,84.2,8.3,0.9,36.16,3.1,207.7,1.29
station3,14-03-2022 13:19,98.8,8.4,1.0,34.32,4.3,159.6,1.86
station3,14-03-2022 13:39,84.8,7.7,0.9,28.31,3.1,283.7,1.04
station3,14-03-2022 13:59,40.7,8.8,0.7,39.04,4.0,250.0,1.9
station3,14-03-2022 14:19,31.6,6.6,0.2,38.12,6.1,95.4,1.25
station3,14-03-2022 14:39,89.1,8.5,0.6,38.27,6.1,221.5,1.03
station3,14-03-2022 14:59,50.0,6.1,0.4,21.87,3.6,203.9,1.39
station3,14-03-2022 15:19,35.4,8.1,1.0,22.19,1.9,182.4,1.87
station3,14-03-2022 15:39,59.4,8.8,0.4,34.27,4.9,290.9,1.55
station3,14-03-2022 15:59,40.5,7.6,1.0,28.63,3.7,219.0,1.23
station3,14-03-2022 16:19,45.7,7.9,0.9,26.04,1.2,101.1,1.54
station3,14-03-2022 16:39,75.8,6.6,0.7,22.43,1.2,136.4,1.89
station3,14-03-2022 16:59,86.9,6.4,0.5,28.15,4.2,161.8,0.91
station3,14-03-2022 17:19,84.0,9.1,0.6,39.99,4.4,208.1,1.17
station3,14-03-2022 17:39,33.3,7.9,0.6,32.28,4.6,220.9,0.98
station3,14-03-2022 17:59,55.7,8.6,0.3,36.9,4.5,180.0,1.17
station3,14-03-2022 18:19,45.3,7.8,0.8,36.55,3.1,121.5,1.1
station3,14-03-2022 18:39,64.1,6.3,0.2,39.93,2.9,272.4,1.03
station3,14-03-2022 18:59,83.7,7.1,0.2,39.05,4.1,109.4,0.93
station3,14-03-2022 19:19,68.3,6.4,0.5,31.74,3.0,229.8,1.08
station3,14-03-2022 19:39,58.5,8.4,1.0,24.79,4.0,202.7,1.62
station3,14-03-2022 19:59,50.7,7.9,0.5,36.53,4.6,120.3,1.82
station3,14-03-2022 20:19,68.3,8.0,1.0,21.09,4.2,261.2,1.25
station3,14-03-2022 20:39,64.8,8.3,0.5,34.76,4.1,172.1,1.89
station3,14-03-2022 20:59,80.7,8.2,0.7,25.25,3.3,161.2,1.69
station3,14-03-2022 21:19,35.9,6.4,0.7,22.93,1.4,102.6,0.87
station3,14-03-2022 21:39,74.5,8.3,0.7,35.56,3.5,217.7,0.82
station3,14-03-2022 21:59,87.4,7.6,0.3,34.03,1.7,277.8,0.8
station3,14-03-2022 22:19,87.9,6.4,0.9,30.95,2.8,124.4,1.26
station3,14-03-2022 22:39,65.6,7.2,0.4,28.32,2.0,137.8,1.45
station3,14-03-2022 22:59,67.8,8.6,0.7,30.07,3.9,105.7,1.88
station3,14-03-2022 23:19,93.1,8.0,0.3,36.89,2.4,211.9,1.59
station3,14-03-2022 23:39,44.4,8.2,0.9,37.45,1.3,157.4,2.0
station3,14-03-2022 23:59,60.1,9.1,0.2,23.61,5.3,185.3,1.71
station3,15-03-2022 00:19,34.4,8.3,0.6,27.69,2.3,178.4,1.81
station3,15-03-2022 00:39,50.3,9.1,0.4,34.73,4.3,245.4,1.25
station3,15-03-2022 00:59,42.4,7.6,0.7,37.1,5.4,109.0,1.43
station3,15-03-2022 01:19,32.7,7.7,0.6,38.54,5.1,121.6,1.06
station3,15-03-2022 01:39,66.1,7.8,1.0,21.57,4.2,278.1,1.03
station3,15-03-2022 01:59,94.7,8.0,0.8,39.04,3.4,92.0,1.09
station3,15-03-2022 02:19,34.7,6.3,0.9,21.59,3.6,287.6,1.15
station3,15-03-2022 02:39,92.1,9.0,0.4,23.34,2.9,257.3,1.02
station3,15-03-2022 02:59,66.7,8.1,0.8,26.58,4.6,134.5,1.43
station3,15-03-2022 03:19,39.5,7.7,0.3,23.51,6.2,116.6,1.05
station3,15-03-2022 03:39,36.6,9.0,0.9,28.17,4.8,135.5,1.94
station3,15-03-2022 03:59,83.4,7.1,1.0,28.58,1.0,97.3,1.05
station3,15-03-2022 04:19,97.8,8.8,0.4,25.26,3.7,256.3,1.04
station3,15-03-2022 04:39,82.2,7.4,0.7,38.23,2.7,145.7,1.09
station3,15-03-2022 04:59,95.1,8.8,0.2,25.41,2.1,108.7,1.13
station3,15-03-2022 05:19,55.5,6.7,0.3,28.17,3.8,112.9,1.05
station3,15-03-2022 05:39,76.7,6.5,0.8,37.77,2.8,189.0,0.91
station3,15-03-2022 05:59,77.1,7.0,0.4,25.54,2.8,137.3,1.1
station3,15-03-2022 06:19,52.9,8.4,0.2,30.75,3.2,151.8,2.0
station3,15-03-2022 06:39,94.9,8.8,0.8,36.26,3.5,192.4,1.49
station3,15-03-2022 06:59,65.3,9.0,0.9,25.38,2.7,120.5,2.0
station3,15-03-2022 07:19,48.8,7.0,0.7,37.24,3.1,233.7,1.3
station3,15-03-2022 07:39,47.9,6.4,0.2,34.37,1.9,119.9,0.86
station3,15-03-2022 07:59,40.0,7.3,0.7,32.19,5.3,220.6,0.94
station3,15-03-2022 08:19,84.0,9.2,0.4,23.66,4.3,269.0,1.51
station3,15-03-2022 08:39,76.4,7.1,0.2,22.79,4.3,125.4,1.36
station3,15-03-2022 08:59,73.6,6.3,1.0,28.36,3.3,216.7,1.36
station3,15-03-2022 09:19,80.0,8.1,0.9,21.49,6.2,192.1,1.58
station3,15-03-2022 09:39,82.9,6.4,0.3,30.63,3.1,107.0,1.48
station3,15-03-2022 09:59,55.0,7.8,1.0,29.44,1.6,163.5,0.99
station3,15-03-2022 10:19,61.6,6.8,0.6,31.74,1.5,255.3,0.85
station3,15-03-2022 10:39,94.3,9.2,0.3,23.47,3.1,97.7,1.88
station3,15-03-2022 10:59,51.2,7.8,0.7,23.45,3.0,158.2,1.4
station3,15-03-2022 11:19,58.5,9.1,0.9,32.66,5.9,259.1,0.89
station3,15-03-2022 11:39,33.2,6.5,0.7,34.07,1.8,138.8,1.2
station3,15-03-2022 11:59,96.3,6.2,0.6,23.64,3.5,191.7,0.94
station3,15-03-2022 12:19,50.1,8.3,0.8,22.2,4.9,261.6,1.47
station3,15-03-2022 12:39,84.8,8.8,1.0,28.41,2.9,92.3,1.79
station3,15-03-2022 12:59,59.3,8.4,0.8,23.16,3.9,290.5,1.5
station3,15-03-2022 13:19,82.9,7.8,0.2,33.22,5.0,235.2,1.78
station3,15-03-2022 13:39,33.3,6.7,0.3,23.63,1.2,160.2,0.88
station3,15-03-2022 13:59,63.9,7.6,0.5,30.41,3.7,257.0,1.38
station3,15-03-2022 14:19,96.9,7.5,0.2,27.65,6.1,170.5,1.53
station3,15-03-2022 14:39,60.9,9.1,0.9,22.93,5.6,109.7,1.24
station3,15-03-2022 14:59,89.1,8.4,0.9,39.64,5.0,112.0,1.29
station3,15-03-2022 15:19,41.9,7.4,1.0,25.37,1.5,165.0,1.2
station3,15-03-2022 15:39,75.7,7.7,0.8,33.71,2.1,109.8,1.26
station3,15-03-2022 15:59,42.2,6.5,1.0,37.54,1.6,107.9,0.87
station3,15-03-2022 16:19,78.4,8.3,0.3,27.99,1.1,289.5,1.38
station3,15-03-2022 16:39,80.0,6.8,0.9,26.65,5.2,283.6,1.04
station3,15-03-2022 16:59,57.0,8.5,1.0,30.15,2.4,133.1,1.18
station3,15-03-2022 17:19,48.4,9.2,1.0,35.4,3.6,174.9,1.76
station3,15-03-2022 17:39,85.8,8.1,0.5,36.56,5.3,255.5,1.72
station3,15-03-2022 17:59,64.8,6.5,0.5,30.16,5.4,108.3,0.87
station3,15-03-2022 18:19,73.8,7.7,0.9,29.3,3.2,95.7,0.89
station3,15-03-2022 18:39,50.5,8.2,0.6,27.81,5.9,180.8,1.89
station3,15-03-2022 18:59,59.7,9.1,0.3,22.7,5.4,147.9,1.81
station3,15-03-2022 19:19,53.2,6.4,0.3,34.1,5.4,143.1,0.83
station3,15-03-2022 19:39,32.7,7.5,0.8,25.28,4.7,272.5,0.81
station3,15-03-2022 19:59,50.8,6.2,0.7,22.87,3.4,148.2,0.82
station3,15-03-2022 20:19,63.8,9.2,0.5,36.47,2.3,112.6,1.05
station3,15-03-2022 20:39,33.3,9.2,1.0,37.14,2.3,266.6,1.08
station3,15-03-2022 20:59,59.9,7.3,0.6,24.3,1.9,106.2,1.92
station3,15-03-2022 21:19,79.4,7.7,0.8,27.32,3.7,123.5,1.73
station3,15-03-2022 21:39,45.4,8.7,0.6,29.34,1.6,105.6,1.55
station3,15-03-2022 21:59,44.8,6.9,0.3,31.77,4.7,147.4,1.9
station3,15-03-2022 22:19,48.9,6.7,0.9,38.67,4.9,236.6,1.96
station3,15-03-2022 22:39,33.9,9.1,0.9,32.04,1.8,173.9,1.74
station3,15-03-2022 22:59,46.2,8.8,0.6,27.25,1.4,260.9,1.35
station3,15-03-2022 23:19,90.9,8.9,0.2,26.49,1.2,103.9,1.95
station3,15-03-2022 23:39,79.7,7.4,0.2,25.3,3.0,126.4,1.65
station3,15-03-2022 23:59,34.9,7.9,0.7,23.05,3.1,116.7,1.7
station3,16-03-2022 00:19,45.7,8.6,0.6,23.83,5.6,170.6,1.71
station3,16-03-2022 00:39,78.2,9.1,0.3,34.18,3.3,234.7,1.13
station3,16-03-2022 00:59,84.4,8.7,0.4,25.05,4.3,176.6,1.55
station3,16-03-2022 01:19,81.2,7.8,0.6,33.06,1.7,146.6,1.69
station3,16-03-2022 01:39,58.5,8.1,0.6,37.66,4.5,178.2,1.31
station3,16-03-2022 01:59,43.2,7.5,0.8,32.83,2.9,208.0,1.77
station3,16-03-2022 02:19,77.1,7.2,0.8,36.85,1.2,198.4,1.44
station3,16-03-2022 02:39,33.0,7.3,0.8,22.18,6.0,173.5,1.35
station3,16-03-2022 02:59,46.1,9.2,0.4,30.34,2.4,107.2,0.93
station3,16-03-2022 03:19,91.1,9.1,0.5,25.9,3.0,297.2,1.31
station3,16-03-2022 03:39,98.6,9.1,0.2,37.2,1.8,170.8,1.7
station3,16-03-2022 03:59,87.4,8.3,0.9,36.39,5.8,146.0,0.94
station3,16-03-2022 04:19,47.5,8.2,0.4,26.63,2.8,120.5,1.18
station3,16-03-2022 04:39,91.8,8.0,0.5,25.28,3.7,170.7,1.23
station3,16-03-2022 04:59,35.5,8.4,0.6,22.95,2.4,133.3,1.39
station3,16-03-2022 05:19,53.1,9.0,0.3,39.72,2.4,177.1,1.28
station3,16-03-2022 05:39,36.6,7.7,1.0,26.94,2.6,264.8,1.03
station3,16-03-2022 05:59,89.2,8.8,0.4,21.9,5.5,217.0,1.52
station3,16-03-2022 06:19,60.2,7.3,0.4,36.5,6.0,134.6,1.54
station3,16-03-2022 06:39,36.8,7.1,1.0,27.54,1.9,224.3,0.81
station3,16-03-2022 06:59,54.2,7.0,0.9,32.67,5.7,125.8,1.94
station3,16-03-2022 07:19,62.5,7.5,0.7,35.09,3.4,296.6,1.5
station3,16-03-2022 07:39,73.2,6.1,0.6,23.97,5.1,156.9,1.01
station3,16-03-2022 07:59,42.5,7.7,0.2,37.83,4.4,192.3,1.39
station3,16-03-2022 08:19,77.7,7.3,0.2,31.58,3.5,113.9,1.28
station3,16-03-2022 08:39,59.8,7.8,0.8,27.46,6.1,103.9,1.33
station3,16-03-2022 08:59,70.8,8.9,0.9,26.02,5.4,249.2,1.37
station3,16-03-2022 09:19,33.9,6.4,0.3,38.3,5.8,182.4,0.9
station3,16-03-2022 09:39,69.5,8.1,0.8,38.13,3.1,153.3,1.37
station3,16-03-2022 09:59,92.7,9.0,0.5,22.16,2.6,224.0,1.0
station3,16-03-2022 10:19,94.9,7.7,0.8,27.74,5.4,187.9,1.39
station3,16-03-2022 10:39,37.7,6.9,0.9,36.45,1.0,233.0,1.95
station3,16-03-2022 10:59,95.3,6.6,0.5,21.82,1.2,140.3,1.62
station3,16-03-2022 11:19,95.8,9.0,0.7,29.15,3.5,146.1,1.65
station3,16-03-2022 11:39,45.8,6.1,0.2,39.09,6.0,196.0,1.96
station3,16-03-2022 11:59,71.0,8.2,0.7,35.56,1.8,204.8,1.98
station3,16-03-2022 12:19,67.7,8.7,1.0,31.65,1.1,195.7,1.13
station3,16-03-2022 12:39,95.8,7.7,1.0,33.42,1.6,255.5,1.6
station3,16-03-2022 12:59,84.7,7.9,0.7,35.45,4.7,215.7,1.12
station3,16-03-2022 13:19,58.8,7.4,0.5,29.24,3.8,102.9,0.9
station3,16-03-2022 13:39,52.7,7.1,0.5,35.41,1.4,153.3,1.53
station3,16-03-2022 13:59,66.4,6.1,0.9,23.63,2.1,297.1,1.25
station3,16-03-2022 14:19,41.3,6.1,0.6,39.67,1.5,183.1,1.68
station3,16-03-2022 14:39,64.4,8.1,1.0,29.64,5.1,213.1,1.59
station3,16-03-2022 14:59,80.2,9.1,0.2,23.31,4.7,264.7,0.86
station3,16-03-2022 15:19,53.1,8.7,0.2,28.79,5.4,177.9,1.62
station3,16-03-2022 15:39,87.8,6.3,0.3,27.96,2.0,283.5,1.67
station3,16-03-2022 15:59,78.9,6.1,1.0,30.49,2.8,208.3,1.46
station3,16-03-2022 16:19,62.3,8.4,0.6,25.07,5.1,226.9,1.57
station3,16-03-2022 16:39,42.6,7.9,0.4,33.46,1.2,111.3,1.71
station3,16-03-2022 16:59,52.6,7.2,0.7,27.39,2.5,240.4,1.77
station3,16-03-2022 17:19,40.2,9.1,0.3,30.29,3.0,260.2,0.97
station3,16-03-2022 17:39,59.9,9.2,0.7,21.51,2.3,209.7,1.77
station3,16-03-2022 17:59,48.8,8.0,0.2,38.12,5.5,223.8,1.74
station3,16-03-2022 18:19,33.6,7.6,1.0,24.17,5.2,199.2,1.28
station3,16-03-2022 18:39,46.8,9.1,0.3,36.2,2.3,260.0,1.77
station3,16-03-2022 18:59,87.0,8.5,0.5,26.89,5.2,281.1,1.37
station3,16-03-2022 19:19,88.2,7.0,0.3,28.84,3.9,286.4,1.54
station3,16-03-2022 19:39,89.0,8.2,0.3,30.05,4.6,144.4,0.91
station3,16-03-2022 19:59,80.4,7.9,1.0,38.55,3.8,142.3,0.95
station3,16-03-2022 20:19,66.0,7.2,0.2,25.12,2.8,238.0,1.45
station3,16-03-2022 20:39,97.8,8.5,0.9,22.31,4.1,152.3,1.73
station3,16-03-2022 20:59,94.7,9.0,0.6,30.65,3.4,124.3,1.52
station3,16-03-2022 21:19,74.9,7.4,0.7,38.17,2.6,263.4,1.29
station3,16-03-2022 21:39,59.9,7.0,0.2,26.0,5.1,119.9,1.63
station3,16-03-2022 21:59,82.4,7.5,0.2,37.21,1.4,280.7,1.81
station3,16-03-2022 22:19,58.0,7.5,1.0,29.52,1.6,131.0,0.92
station3,16-03-2022 22:39,56.8,9.0,0.5,33.56,5.2,209.7,1.79
station3,16-03-2022 22:59,66.4,8.3,0.4,32.8,3.4,117.9,1.61
station3,16-03-2022 23:19,38.1,8.1,0.8,23.19,1.2,183.5,1.27
station3,16-03-2022 23:39,65.4,6.4,0.6,31.66,3.6,160.3,1.06
station3,16-03-2022 23:59,90.1,9.1,0.9,23.07,2.2,255.8,0.91
station3,17-03-2022 00:19,49.3,6.9,0.4,27.18,4.2,229.2,1.77
station3,17-03-2022 00:39,45.6,6.2,0.2,21.86,2.4,186.6,1.7
station3,17-03-2022 00:59,85.1,6.8,0.8,33.66,5.9,237.1,1.94
station3,17-03-2022 01:19,52.7,6.1,0.5,34.44,2.2,201.5,1.2
station3,17-03-2022 01:39,92.1,8.1,0.6,27.38,3.0,114.2,1.9
station3,17-03-2022 01:59,91.6,7.5,0.3,32.1,3.6,91.2,1.38
station3,17-03-2022 02:19,75.8,9.2,0.9,34.54,1.5,170.9,1.86
station3,17-03-2022 02:39,76.3,7.0,1.0,37.02,2.7,113.7,1.68
station3,17-03-2022 02:59,81.4,6.8,0.8,32.79,3.1,160.2,1.77
station3,17-03-2022 03:19,51.0,7.5,0.5,34.42,4.2,126.9,0.88
station3,17-03-2022 03:39,67.0,6.6,0.8,33.1,4.4,262.6,1.68
station3,17-03-2022 03:59,71.1,7.6,0.3,21.07,5.0,219.9,1.17
station3,17-03-2022 04:19,82.2,8.1,0.9,26.87,5.7,254.0,1.35
station3,17-03-2022 04:39,75.8,8.3,0.6,21.4,5.0,268.8,1.48
